checkpoint,checkpoint_sha256,step,depth,condition,protein,msa_rows,extra_msa_rows,recycles,seed,ca_rmsd_angstrom
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,profilin-1,1,0,3,42,16.9804
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,crambin,1,0,3,43,8.4387
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,cystatin-b,1,0,3,43,12.5601
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,hbb,1,0,3,43,8.8983
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,interferon_gamma,1,0,3,43,20.9394
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,profilin-1,1,0,3,43,16.9804
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,crambin,1,0,3,44,8.4387
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,cystatin-b,1,0,3,44,12.5601
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,hbb,1,0,3,44,8.8983
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,interferon_gamma,1,0,3,44,20.9394
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,profile_only,profilin-1,1,0,3,44,16.9804
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,crambin,192,0,3,42,8.4116
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,cystatin-b,192,0,3,42,12.6925
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,hbb,192,0,3,42,8.7768
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,interferon_gamma,192,0,3,42,20.7774
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,profilin-1,192,0,3,42,16.4438
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,crambin,192,0,3,43,8.3983
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,cystatin-b,192,0,3,43,12.6322
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,hbb,192,0,3,43,8.7494
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,interferon_gamma,192,0,3,43,20.7952
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,profilin-1,192,0,3,43,16.3440
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,crambin,192,0,3,44,8.3959
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,cystatin-b,192,0,3,44,12.6310
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,hbb,192,0,3,44,8.7564
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,interferon_gamma,192,0,3,44,20.7956
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_no_profile,profilin-1,192,0,3,44,16.2566
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,crambin,192,0,3,42,8.4103
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,cystatin-b,192,0,3,42,12.6868
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,hbb,192,0,3,42,8.7797
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,interferon_gamma,192,0,3,42,20.7790
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,profilin-1,192,0,3,42,16.4461
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,crambin,192,0,3,43,8.3973
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,cystatin-b,192,0,3,43,12.6247
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,hbb,192,0,3,43,8.7506
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,interferon_gamma,192,0,3,43,20.7931
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,profilin-1,192,0,3,43,16.3445
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,crambin,192,0,3,44,8.3949
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,cystatin-b,192,0,3,44,12.6223
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,hbb,192,0,3,44,8.7591
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,interferon_gamma,192,0,3,44,20.7926
checkpoints/ckpt_runE_profile_dropout.pt,980446455aaeb24e8c7d7817618a3d3d4bf829bb14c00d8fd9bb2176e0f775cf,250000,192,cluster_plus_profile,profilin-1,192,0,3,44,16.2676
