checkpoint,checkpoint_sha256,step,depth,condition,protein,msa_rows,extra_msa_rows,recycles,seed,ca_rmsd_angstrom
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,sequence_only,cystatin-b,1,0,3,44,11.9708
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,sequence_only,hbb,1,0,3,44,9.4999
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,sequence_only,interferon_gamma,1,0,3,44,22.9268
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,sequence_only,profilin-1,1,0,3,44,13.8519
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,crambin,1,0,3,42,7.7172
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,cystatin-b,1,0,3,42,12.2029
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,hbb,1,0,3,42,9.4985
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,interferon_gamma,1,0,3,42,22.9811
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,profilin-1,1,0,3,42,13.8239
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,crambin,1,0,3,43,7.7172
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,cystatin-b,1,0,3,43,12.2029
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,hbb,1,0,3,43,9.4985
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,interferon_gamma,1,0,3,43,22.9811
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,profilin-1,1,0,3,43,13.8239
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,crambin,1,0,3,44,7.7172
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,cystatin-b,1,0,3,44,12.2029
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,hbb,1,0,3,44,9.4985
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,interferon_gamma,1,0,3,44,22.9811
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,profile_only,profilin-1,1,0,3,44,13.8239
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,crambin,192,0,3,42,8.1998
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,cystatin-b,192,0,3,42,11.7811
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,hbb,192,0,3,42,9.3671
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,interferon_gamma,192,0,3,42,21.4518
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,profilin-1,192,0,3,42,13.8089
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,crambin,192,0,3,43,8.2210
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,cystatin-b,192,0,3,43,11.7095
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,hbb,192,0,3,43,9.3505
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,interferon_gamma,192,0,3,43,21.3947
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,profilin-1,192,0,3,43,13.6823
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,crambin,192,0,3,44,8.2043
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,cystatin-b,192,0,3,44,11.6793
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,hbb,192,0,3,44,9.3555
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,interferon_gamma,192,0,3,44,21.4708
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_no_profile,profilin-1,192,0,3,44,13.5535
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,crambin,192,0,3,42,8.2081
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,cystatin-b,192,0,3,42,11.7923
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,hbb,192,0,3,42,9.3677
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,interferon_gamma,192,0,3,42,21.4311
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,profilin-1,192,0,3,42,13.8125
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,crambin,192,0,3,43,8.2270
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,cystatin-b,192,0,3,43,11.7169
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,hbb,192,0,3,43,9.3510
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,interferon_gamma,192,0,3,43,21.3689
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,profilin-1,192,0,3,43,13.6965
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,crambin,192,0,3,44,8.2117
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,cystatin-b,192,0,3,44,11.6899
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,hbb,192,0,3,44,9.3575
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,interferon_gamma,192,0,3,44,21.4506
checkpoints/ckpt_runE_profile_dropout_best.pt,a5cefbd0dc8e06886c5d80f128b0e764830eb0a192e213e5909307f75bc341b1,36000,192,cluster_plus_profile,profilin-1,192,0,3,44,13.5726
