checkpoint,checkpoint_sha256,step,depth,condition,protein,msa_rows,extra_msa_rows,recycles,seed,ca_rmsd_angstrom
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,profile_only,crambin,1,0,3,44,14.1169
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,profile_only,cystatin-b,1,0,3,44,12.5166
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,profile_only,hbb,1,0,3,44,6.3405
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,profile_only,interferon_gamma,1,0,3,44,20.3385
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,profile_only,profilin-1,1,0,3,44,14.1617
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,crambin,192,0,3,42,14.2471
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,cystatin-b,192,0,3,42,12.1692
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,hbb,192,0,3,42,8.1037
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,interferon_gamma,192,0,3,42,23.7060
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,profilin-1,192,0,3,42,13.7661
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,crambin,192,0,3,43,14.2745
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,cystatin-b,192,0,3,43,12.1772
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,hbb,192,0,3,43,8.0866
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,interferon_gamma,192,0,3,43,23.7152
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,profilin-1,192,0,3,43,13.7670
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,crambin,192,0,3,44,14.2421
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,cystatin-b,192,0,3,44,12.2061
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,hbb,192,0,3,44,8.0750
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,interferon_gamma,192,0,3,44,23.6939
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_no_profile,profilin-1,192,0,3,44,13.7758
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,crambin,192,0,3,42,14.4422
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,cystatin-b,192,0,3,42,13.0288
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,hbb,192,0,3,42,6.2342
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,interferon_gamma,192,0,3,42,20.5531
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,profilin-1,192,0,3,42,14.2271
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,crambin,192,0,3,43,14.4554
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,cystatin-b,192,0,3,43,13.0336
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,hbb,192,0,3,43,6.2384
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,interferon_gamma,192,0,3,43,20.5419
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,profilin-1,192,0,3,43,14.2280
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,crambin,192,0,3,44,14.4010
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,cystatin-b,192,0,3,44,13.0047
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,hbb,192,0,3,44,6.2355
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,interferon_gamma,192,0,3,44,20.5478
checkpoints/ckpt_runD_no_extra.pt,a47c228fef62a3a9369776cb941d45ab2aa210b6705f4817189f2ea440097f1c,250000,192,cluster_plus_profile,profilin-1,192,0,3,44,14.2179
